diff_type,doi,focal_personid,focal_unitid,collab_personid,collab_unitid,collab_type
missing_from_ours,10.1038/S41467-021-25672-7,779118,1909,779139,1904,Article
missing_from_ours,10.1038/S41467-021-25672-7,779118,1916,50211,1904,Article
missing_from_ours,10.1038/S41467-021-25672-7,779118,1916,779139,1904,Article
missing_from_ours,10.1038/S41467-021-25672-7,779139,1904,50211,1904,Article
missing_from_ours,10.1038/S41467-021-25672-7,779139,1904,779118,1907,Article
missing_from_ours,10.1038/S41467-021-25672-7,779139,1904,779118,1909,Article
missing_from_ours,10.1038/S41467-021-25672-7,779139,1904,779118,1916,Article
missing_from_ours,10.1038/S41467-022-28397-3,1304708,11918,287149,11918,Article
missing_from_ours,10.1038/S41467-022-28397-3,1304708,11918,287149,8964,Article
missing_from_ours,10.1038/S41467-022-28397-3,1304708,11918,288982,11918,Article
missing_from_ours,10.1038/S41467-022-28397-3,1304708,11918,288982,8964,Article
missing_from_ours,10.1038/S41467-022-28397-3,1304708,8964,287149,11918,Article
missing_from_ours,10.1038/S41467-022-28397-3,1304708,8964,287149,8964,Article
missing_from_ours,10.1038/S41467-022-28397-3,1304708,8964,288982,11918,Article
missing_from_ours,10.1038/S41467-022-28397-3,1304708,8964,288982,8964,Article
missing_from_ours,10.1038/S41467-022-28397-3,287149,11918,1304708,11918,Article
missing_from_ours,10.1038/S41467-022-28397-3,287149,11918,1304708,8964,Article
missing_from_ours,10.1038/S41467-022-28397-3,287149,11918,288982,11918,Article
missing_from_ours,10.1038/S41467-022-28397-3,287149,11918,288982,8964,Article
missing_from_ours,10.1038/S41467-022-28397-3,287149,8964,1304708,11918,Article
missing_from_ours,10.1038/S41467-022-28397-3,287149,8964,1304708,8964,Article
missing_from_ours,10.1038/S41467-022-28397-3,287149,8964,288982,11918,Article
missing_from_ours,10.1038/S41467-022-28397-3,287149,8964,288982,8964,Article
missing_from_ours,10.1038/S41467-022-28397-3,288982,11918,1304708,11918,Article
missing_from_ours,10.1038/S41467-022-28397-3,288982,11918,1304708,8964,Article
missing_from_ours,10.1038/S41467-022-28397-3,288982,11918,287149,11918,Article
missing_from_ours,10.1038/S41467-022-28397-3,288982,11918,287149,8964,Article
missing_from_ours,10.1038/S41467-022-28397-3,288982,8964,1304708,11918,Article
missing_from_ours,10.1038/S41467-022-28397-3,288982,8964,1304708,8964,Article
missing_from_ours,10.1038/S41467-022-28397-3,288982,8964,287149,11918,Article
missing_from_ours,10.1038/S41467-022-28397-3,288982,8964,287149,8964,Article
missing_from_ours,10.1038/S41467-022-32333-W,152018,1904,53694,1909,Article
missing_from_ours,10.1038/S41467-022-32333-W,152018,1904,53694,43334,Article
missing_from_ours,10.1038/S41467-022-32333-W,152018,1904,53694,9852,Article
missing_from_ours,10.1038/S41467-022-32333-W,53694,1909,152018,1904,Article
missing_from_ours,10.1038/S41467-022-32333-W,53694,43334,152018,1904,Article
missing_from_ours,10.1038/S41467-022-32333-W,53694,9852,152018,1904,Article
missing_from_ours,10.1038/S41467-023-40559-5,370154,1903,412280,1909,Article
missing_from_ours,10.1038/S41467-023-40559-5,370154,1903,412280,1921,Article
missing_from_ours,10.1038/S41467-023-40559-5,370154,1903,83316,1904,Article
missing_from_ours,10.1038/S41467-023-40559-5,370154,1903,83316,1909,Article
missing_from_ours,10.1038/S41467-023-40559-5,370154,1903,83316,8962,Article
missing_from_ours,10.1038/S41467-023-40559-5,370154,1909,412280,1909,Article
missing_from_ours,10.1038/S41467-023-40559-5,370154,1909,412280,1921,Article
missing_from_ours,10.1038/S41467-023-40559-5,370154,1909,83316,1904,Article
missing_from_ours,10.1038/S41467-023-40559-5,370154,1909,83316,1909,Article
missing_from_ours,10.1038/S41467-023-40559-5,370154,1909,83316,8962,Article
missing_from_ours,10.1038/S41467-023-40559-5,370154,8962,412280,1909,Article
missing_from_ours,10.1038/S41467-023-40559-5,370154,8962,412280,1921,Article
missing_from_ours,10.1038/S41467-023-40559-5,370154,8962,83316,1904,Article
missing_from_ours,10.1038/S41467-023-40559-5,370154,8962,83316,1909,Article
missing_from_ours,10.1038/S41467-023-40559-5,370154,8962,83316,8962,Article
missing_from_ours,10.1038/S41467-023-40559-5,412280,1909,370154,1903,Article
missing_from_ours,10.1038/S41467-023-40559-5,412280,1909,370154,1909,Article
missing_from_ours,10.1038/S41467-023-40559-5,412280,1909,370154,8962,Article
missing_from_ours,10.1038/S41467-023-40559-5,412280,1909,83316,1904,Article
missing_from_ours,10.1038/S41467-023-40559-5,412280,1909,83316,1909,Article
missing_from_ours,10.1038/S41467-023-40559-5,412280,1909,83316,8962,Article
missing_from_ours,10.1038/S41467-023-40559-5,412280,1921,370154,1903,Article
missing_from_ours,10.1038/S41467-023-40559-5,412280,1921,370154,1909,Article
missing_from_ours,10.1038/S41467-023-40559-5,412280,1921,370154,8962,Article
missing_from_ours,10.1038/S41467-023-40559-5,412280,1921,83316,1904,Article
missing_from_ours,10.1038/S41467-023-40559-5,412280,1921,83316,1909,Article
missing_from_ours,10.1038/S41467-023-40559-5,412280,1921,83316,8962,Article
missing_from_ours,10.1038/S41467-023-40559-5,83316,1904,370154,1903,Article
missing_from_ours,10.1038/S41467-023-40559-5,83316,1904,370154,1909,Article
missing_from_ours,10.1038/S41467-023-40559-5,83316,1904,370154,8962,Article
missing_from_ours,10.1038/S41467-023-40559-5,83316,1904,412280,1909,Article
