Unit,Unit Scholar,Unit Scholar ID,Collab Scholar,Collab Scholar ID,Co-Authored Articles,Co-Authored Books,Co-Authored Chapters,Co-Authored Conference Proceedings,Co-Authored Grants,Co-Authored Patents,Co-Authored Trials
"Chemistry, Department of","ZHANG, BIN",827628,"SCHLAU-COHEN, GABRIELA S",789733,2,0,0,0,0,0,0
"Chemistry, Department of","GILLIARD, ROBERT J",832581,"CUMMINS, CHRISTOPHER C",138494,2,0,0,0,0,0,0
"Chemistry, Department of","WENDLANDT, ALISON",856136,"MCGUIRE, BRETT A",1108339,2,0,0,0,0,0,0
"Chemistry, Department of","WENDLANDT, ALISON",856136,"PENTELUTE, BRADLEY L",488074,1,0,0,0,0,0,0
"Chemistry, Department of","MCGUIRE, BRETT A",1108339,"BAWENDI, MOUNGI G",6075,1,0,0,0,0,0,0
"Chemistry, Department of","MCGUIRE, BRETT A",1108339,"FIELD, ROBERT W",32379,1,0,0,0,0,0,0
"Chemistry, Department of","MCGUIRE, BRETT A",1108339,"VAN VOORHIS, TROY",127724,1,0,0,0,0,0,0
"Chemistry, Department of","MCGUIRE, BRETT A",1108339,"WENDLANDT, ALISON",856136,2,0,0,0,0,0,0
"Chemistry, Department of","PENG, CHUNTE",1631693,"ESSIGMANN, JOHN M",34955,0,0,0,0,0,1,0
"Chemistry, Department of","CEYER, SYLVIA TERESSE",136402,,,,,,,,,
"Chemistry, Department of","CHAKRABORTY, ARUP K",17819,,,,,,,,,
"Chemistry, Department of","DANHEISER, RICK LANE",23965,,,,,,,,,
"Chemistry, Department of","ELKIN, MASHA",1733445,,,,,,,,,
"Chemistry, Department of","FREEDMAN, DANNA ERIT",540813,,,,,,,,,
"Chemistry, Department of","JOHNSON, OLETA T",1370056,,,,,,,,,
"Chemistry, Department of","RADOSEVICH, ALEXANDER T",414780,,,,,,,,,
"Chemistry, Department of","SOLOMON, SUSAN",544464,,,,,,,,,
"Chemistry, Department of","SUESS, DANIEL LEIF MIGDOW",827671,,,,,,,,,
"Chemistry, Department of","TANNENBAUM, STEVEN R",107807,,,,,,,,,
"Chemistry, Department of","WANG, XIAO",1092309,,,,,,,,,
