Unit,Unit Scholar,Unit Scholar ID,Collab Scholar,Collab Scholar ID,Co-Authored Articles,Co-Authored Books,Co-Authored Chapters,Co-Authored Conference Proceedings,Co-Authored Grants,Co-Authored Patents,Co-Authored Trials
"Marine Chemistry and Geochemistry, Department of","HORNER, TRISTAN",837849,"BUESSELER, KEN",287189,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","HORNER, TRISTAN",837849,"CHARETTE, MATTHEW",287277,2,0,0,1,1,0,0
"Marine Chemistry and Geochemistry, Department of","HORNER, TRISTAN",837849,"DUNLEA, ANN",1108303,2,0,0,1,1,0,0
"Marine Chemistry and Geochemistry, Department of","HORNER, TRISTAN",837849,"GALY, VALIER",544618,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","HORNER, TRISTAN",837849,"HANSEL, COLLEEN",544620,1,0,0,1,0,0,0
"Marine Chemistry and Geochemistry, Department of","HORNER, TRISTAN",837849,"KIM, HYEWON",1108304,2,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","HORNER, TRISTAN",837849,"PEUCKER-EHRENBRINK, BERNHARD",288971,2,0,0,1,1,0,0
"Marine Chemistry and Geochemistry, Department of","HORNER, TRISTAN",837849,"REPETA, DANIEL",289078,1,0,0,1,0,0,0
"Marine Chemistry and Geochemistry, Department of","HORNER, TRISTAN",837849,"SAITO, MAKOTO",289220,4,0,0,1,0,0,0
"Marine Chemistry and Geochemistry, Department of","HORNER, TRISTAN",837849,"SUBHAS, ADAM",1108305,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","HORNER, TRISTAN",837849,"WANKEL, SCOTT",544631,2,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","LONG, MATTHEW",837850,"APPRILL, AMY",488109,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","LONG, MATTHEW",837850,"HANSEL, COLLEEN",544620,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","LONG, MATTHEW",837850,"HUGHEN, KONRAD",288014,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","LONG, MATTHEW",837850,"SUBHAS, ADAM",1108305,0,0,0,0,2,0,0
"Marine Chemistry and Geochemistry, Department of","LONG, MATTHEW",837850,"WANKEL, SCOTT",544631,0,0,0,0,1,0,0
"Marine Chemistry and Geochemistry, Department of","LONG, MATTHEW",837850,"WARD, COLLIN",919221,1,0,0,0,1,0,0
"Marine Chemistry and Geochemistry, Department of","WARD, COLLIN",919221,"APPRILL, AMY",488109,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","WARD, COLLIN",919221,"HANSEL, COLLEEN",544620,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","WARD, COLLIN",919221,"LONG, MATTHEW",837850,1,0,0,0,1,0,0
"Marine Chemistry and Geochemistry, Department of","WARD, COLLIN",919221,"REDDY, CHRISTOPHER",289059,16,0,0,1,0,0,0
"Marine Chemistry and Geochemistry, Department of","WARD, COLLIN",919221,"REPETA, DANIEL",289078,0,0,0,0,1,0,0
"Marine Chemistry and Geochemistry, Department of","WARD, COLLIN",919221,"WANKEL, SCOTT",544631,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","BENWAY, HEATHER",961678,"KUJAWINSKI, ELIZABETH",288370,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","BENWAY, HEATHER",961678,"SAITO, MAKOTO",289220,1,0,0,0,1,0,0
"Marine Chemistry and Geochemistry, Department of","BARRY, PETER",1108302,"NICHOLSON, DAVID",488117,1,0,0,0,1,0,0
"Marine Chemistry and Geochemistry, Department of","BARRY, PETER",1108302,"SELTZER, ALAN",1584403,11,0,0,4,4,0,0
"Marine Chemistry and Geochemistry, Department of","BARRY, PETER",1108302,"SUBHAS, ADAM",1108305,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","DUNLEA, ANN",1108303,"HORNER, TRISTAN",837849,2,0,0,1,1,0,0
"Marine Chemistry and Geochemistry, Department of","DUNLEA, ANN",1108303,"KIM, HYEWON",1108304,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","DUNLEA, ANN",1108303,"PEUCKER-EHRENBRINK, BERNHARD",288971,1,0,0,1,2,0,0
"Marine Chemistry and Geochemistry, Department of","DUNLEA, ANN",1108303,"SUBHAS, ADAM",1108305,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","KIM, HYEWON",1108304,"DUNLEA, ANN",1108303,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","KIM, HYEWON",1108304,"GALY, VALIER",544618,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","KIM, HYEWON",1108304,"HORNER, TRISTAN",837849,2,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","KIM, HYEWON",1108304,"SUBHAS, ADAM",1108305,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","SUBHAS, ADAM",1108305,"BARRY, PETER",1108302,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","SUBHAS, ADAM",1108305,"DUNLEA, ANN",1108303,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","SUBHAS, ADAM",1108305,"HORNER, TRISTAN",837849,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","SUBHAS, ADAM",1108305,"KIM, HYEWON",1108304,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","SUBHAS, ADAM",1108305,"KLEIN, FRIEDER",488113,0,0,0,1,0,0,0
"Marine Chemistry and Geochemistry, Department of","SUBHAS, ADAM",1108305,"LONG, MATTHEW",837850,0,0,0,0,2,0,0
"Marine Chemistry and Geochemistry, Department of","SUBHAS, ADAM",1108305,"SAITO, MAKOTO",289220,2,0,0,0,1,0,0
"Marine Chemistry and Geochemistry, Department of","SUBHAS, ADAM",1108305,"SELTZER, ALAN",1584403,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","SUBHAS, ADAM",1108305,"VAN MOOY, BENJAMIN",289597,0,0,0,0,1,0,0
"Marine Chemistry and Geochemistry, Department of","SUBHAS, ADAM",1108305,"WANKEL, SCOTT",544631,0,0,0,0,1,0,0
"Marine Chemistry and Geochemistry, Department of","SELTZER, ALAN",1584403,"BARRY, PETER",1108302,11,0,0,4,4,0,0
"Marine Chemistry and Geochemistry, Department of","SELTZER, ALAN",1584403,"LOTT, DEMPSEY",2157272,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","SELTZER, ALAN",1584403,"NICHOLSON, DAVID",488117,2,0,0,0,2,0,0
"Marine Chemistry and Geochemistry, Department of","SELTZER, ALAN",1584403,"SUBHAS, ADAM",1108305,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","SELTZER, ALAN",1584403,"WANKEL, SCOTT",544631,2,0,0,0,1,0,0
"Marine Chemistry and Geochemistry, Department of","LOTT, DEMPSEY",2157272,"SELTZER, ALAN",1584403,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","HINES, SOPHIA",1584402,,,,,,,,,
"Marine Chemistry and Geochemistry, Department of","MOTTA, LAURA",2157273,,,,,,,,,
