Unit,Unit Scholar,Unit Scholar ID,Collab Unit,Collab Scholar,Collab Scholar ID,Co-Authored Articles,Co-Authored Books,Co-Authored Chapters,Co-Authored Conference Proceedings,Co-Authored Grants,Co-Authored Patents,Co-Authored Trials
"Marine Chemistry and Geochemistry, Department of","APPRILL, AMY",488109,"Applied Ocean Physics and Engineering, Department of","GIRDHAR, YOGESH",837858,2,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","APPRILL, AMY",488109,"Marine Chemistry and Geochemistry, Department of","HANSEL, COLLEEN",544620,3,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","APPRILL, AMY",488109,"Marine Chemistry and Geochemistry, Department of","HUGHEN, KONRAD",288014,2,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","APPRILL, AMY",488109,"Marine Chemistry and Geochemistry, Department of","KUJAWINSKI, ELIZABETH",288370,3,0,0,0,1,0,0
"Marine Chemistry and Geochemistry, Department of","APPRILL, AMY",488109,Marine Policy Center,"LIU, YAQIN",1304706,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","APPRILL, AMY",488109,"Biology (WHOI), Department of","LLOPIZ, JOEL",779097,1,0,0,0,1,0,0
"Marine Chemistry and Geochemistry, Department of","APPRILL, AMY",488109,"Marine Chemistry and Geochemistry, Department of","LONG, MATTHEW",837850,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","APPRILL, AMY",488109,"Biology (WHOI), Department of","MOONEY, T ARAN",544624,8,0,0,0,2,0,0
"Marine Chemistry and Geochemistry, Department of","APPRILL, AMY",488109,"Marine Chemistry and Geochemistry, Department of","REDDY, CHRISTOPHER",289059,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","APPRILL, AMY",488109,"Marine Chemistry and Geochemistry, Department of","VAN MOOY, BENJAMIN",289597,0,0,0,0,1,0,0
"Marine Chemistry and Geochemistry, Department of","APPRILL, AMY",488109,"Marine Chemistry and Geochemistry, Department of","WANKEL, SCOTT",544631,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","APPRILL, AMY",488109,"Marine Chemistry and Geochemistry, Department of","WARD, COLLIN",919221,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","APPRILL, AMY",488109,"Earth, Atmospheric and Planetary Sciences, Department of","WEISS, BENJAMIN P",171439,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","APPRILL, AMY",488109,"Applied Ocean Physics and Engineering, Department of","ZHANG, WEIFENG",488120,2,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","KLEIN, FRIEDER",488113,"Earth, Atmospheric and Planetary Sciences, Department of","DE WIT, JULIEN",836246,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","KLEIN, FRIEDER",488113,"Geology and Geophysics, Department of","EDGCOMB, VIRGINIA",544617,0,0,0,0,1,0,0
"Marine Chemistry and Geochemistry, Department of","KLEIN, FRIEDER",488113,"Geology and Geophysics, Department of","GAETANI, GLENN",287757,2,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","KLEIN, FRIEDER",488113,"Marine Chemistry and Geochemistry, Department of","HANSEL, COLLEEN",544620,1,0,0,0,0,0,0
"Marine Chemistry and Geochemistry, Department of","KLEIN, FRIEDER",488113,"Earth, Atmospheric and Planetary Sciences, Department of","JAGOUTZ, OLIVER E",53961,1,0,0,0,0,0,0
