Unit,Unit Scholar,Unit Scholar ID,Collab Scholar,Collab Scholar ID,Co-Authored Articles,Co-Authored Books,Co-Authored Chapters,Co-Authored Conference Proceedings,Co-Authored Grants,Co-Authored Patents,Co-Authored Trials
"Materials Science and Engineering, Department of","LI, JU",488102,"ROSS, CAROLINE A",163144,1,0,0,0,0,0,0
"Materials Science and Engineering, Department of","LI, JU",488102,"ROSS, FRANCES MARY",884356,1,0,0,0,0,0,0
"Materials Science and Engineering, Department of","LI, JU",488102,"SHAO-HORN, YANG",165211,4,0,0,0,0,0,0
"Materials Science and Engineering, Department of","LI, JU",488102,"TASAN, CEMAL",827638,1,0,0,0,1,0,0
"Materials Science and Engineering, Department of","LI, JU",488102,"TULLER, HARRY L",90491,2,0,0,0,0,0,0
"Materials Science and Engineering, Department of","LI, JU",488102,"YILDIZ, BILGE",173103,11,0,0,2,1,1,0
"Materials Science and Engineering, Department of","ALLANORE, ANTOINE",544513,"OLIVETTI, ELSA A",779104,1,0,0,0,0,0,0
"Materials Science and Engineering, Department of","OLIVETTI, ELSA A",779104,"ALLANORE, ANTOINE",544513,1,0,0,0,0,0,0
"Materials Science and Engineering, Department of","OLIVETTI, ELSA A",779104,"GOMEZ-BOMBARELLI, RAFAEL",827387,5,0,0,0,0,0,0
"Materials Science and Engineering, Department of","OLIVETTI, ELSA A",779104,"GROSSMAN, JEFFREY C",412313,1,0,0,0,0,0,0
"Materials Science and Engineering, Department of","OLIVETTI, ELSA A",779104,"LI, JU",488102,2,0,0,0,0,0,0
"Materials Science and Engineering, Department of","OLIVETTI, ELSA A",779104,"TASAN, CEMAL",827638,1,0,0,0,0,0,0
"Materials Science and Engineering, Department of","MACFARLANE, ROBERT J",789755,"ALEXANDER-KATZ, ALFREDO",176120,1,0,0,0,0,0,0
"Materials Science and Engineering, Department of","MACFARLANE, ROBERT J",789755,"CARTER, W CRAIG",287251,1,0,0,0,0,0,0
"Materials Science and Engineering, Department of","MACFARLANE, ROBERT J",789755,"ROSS, FRANCES MARY",884356,1,0,0,0,0,0,0
"Materials Science and Engineering, Department of","JARAMILLO, RAFAEL",789757,"HU, JUEJUN",390730,1,0,0,0,0,0,0
"Materials Science and Engineering, Department of","JARAMILLO, RAFAEL",789757,"LEBEAU, JAMES M",436500,6,0,0,0,0,0,0
"Materials Science and Engineering, Department of","JARAMILLO, RAFAEL",789757,"LI, JU",488102,1,0,0,0,0,0,0
"Materials Science and Engineering, Department of","JARAMILLO, RAFAEL",789757,"ROSS, FRANCES MARY",884356,3,0,0,0,0,0,0
"Materials Science and Engineering, Department of","KIM, JEEHWAN",789790,"LI, JU",488102,1,0,0,0,0,0,0
"Materials Science and Engineering, Department of","KIM, JEEHWAN",789790,"ROSS, CAROLINE A",163144,1,0,0,0,0,0,0
"Materials Science and Engineering, Department of","KIM, JEEHWAN",789790,"ROSS, FRANCES MARY",884356,1,0,0,0,0,0,0
"Materials Science and Engineering, Department of","KIM, JEEHWAN",789790,"YILDIZ, BILGE",173103,1,0,0,0,0,0,0
"Materials Science and Engineering, Department of","GOMEZ-BOMBARELLI, RAFAEL",827387,"BEACH, GEOFFREY STEPHEN",287087,1,0,0,0,0,0,0
