Unit,Unit Scholar,Unit Scholar ID,Collab Unit,Collab Scholar,Collab Scholar ID,Co-Authored Articles,Co-Authored Books,Co-Authored Chapters,Co-Authored Conference Proceedings,Co-Authored Grants,Co-Authored Patents,Co-Authored Trials
"Civil and Environmental Engineering, Department of","JADBABAIE-MOGHADAM, ALI",60885,"Management, Sloan School of","FARIAS, VIVEK F",176116,2,0,0,0,0,0,0
"Civil and Environmental Engineering, Department of","JADBABAIE-MOGHADAM, ALI",60885,"Institute for Data, Systems, and Society (IDSS)","HOSOI, ANETTE E",50247,1,0,0,1,0,0,0
"Civil and Environmental Engineering, Department of","JADBABAIE-MOGHADAM, ALI",60885,"Management, Sloan School of","LEVI, RETSEF",67313,2,0,0,0,0,0,0
"Civil and Environmental Engineering, Department of","JADBABAIE-MOGHADAM, ALI",60885,"Institute for Data, Systems, and Society (IDSS)","MOSSEL, ELCHANAN",750286,2,0,0,1,0,0,0
"Civil and Environmental Engineering, Department of","JADBABAIE-MOGHADAM, ALI",60885,"Management, Sloan School of","PERAKIS, GEORGIA",91824,2,0,0,0,0,0,0
"Civil and Environmental Engineering, Department of","JADBABAIE-MOGHADAM, ALI",60885,"Electrical Engineering and Computer Sciences, Department of","SHAH, DEVAVRAT",122541,8,0,0,1,0,0,0
"Civil and Environmental Engineering, Department of","MCLAUGHLIN, DENNIS",68543,"Aeronautics and Astronautics, Department of","MARZOUK, YOUSSEF M",288611,2,0,0,0,0,0,0
"Civil and Environmental Engineering, Department of","WILLIAMS, JOHN R",289725,"Aeronautics and Astronautics, Department of","WANG, QIQI",412240,0,0,0,0,0,1,0
"Civil and Environmental Engineering, Department of","ZHAO, XUANHE",435117,"Brain and Cognitive Sciences, Department of","ANIKEEVA, POLINA OLEGOVNA",488093,4,0,0,0,0,0,0
"Civil and Environmental Engineering, Department of","ZHAO, XUANHE",435117,Institute for Medical Engineering and Science (IMES),"BALCELLS-CAMPS, MERCEDES",919213,2,0,0,0,0,0,0
"Civil and Environmental Engineering, Department of","ZHAO, XUANHE",435117,"Mechanical Engineering, Department of","BORISKINA, SVETLANA V",935577,1,0,0,0,0,0,0
"Civil and Environmental Engineering, Department of","ZHAO, XUANHE",435117,"Mechanical Engineering, Department of","CHEN, GANG",287297,3,0,0,0,0,1,0
"Civil and Environmental Engineering, Department of","ZHAO, XUANHE",435117,"Biology, Department of","CHEN, JIANZHU",176227,1,0,0,0,0,0,0
"Civil and Environmental Engineering, Department of","ZHAO, XUANHE",435117,"Brain and Cognitive Sciences, Department of","CHOI, BOHYUN GLORIA",627124,1,0,0,0,0,0,0
"Civil and Environmental Engineering, Department of","ZHAO, XUANHE",435117,"Media Arts and Sciences, Program in","DAGDEVIREN, CANAN",827696,1,0,0,0,0,0,0
"Civil and Environmental Engineering, Department of","ZHAO, XUANHE",435117,"Materials Science and Engineering, Department of","FINK, YOEL",37997,2,0,0,0,0,0,0
"Civil and Environmental Engineering, Department of","ZHAO, XUANHE",435117,"Mechanical Engineering, Department of","LIENHARD, JOHN H",92170,1,0,0,0,0,1,0
"Civil and Environmental Engineering, Department of","ZHAO, XUANHE",435117,"Biology (WHOI), Department of","MOONEY, T ARAN",544624,1,0,0,0,0,0,0
"Civil and Environmental Engineering, Department of","ZHAO, XUANHE",435117,"Chemistry, Department of","NELSON, KEITH ADAM",158105,2,0,0,0,0,0,0
"Civil and Environmental Engineering, Department of","ZHAO, XUANHE",435117,"Aeronautics and Astronautics, Department of","RADOVITZKY, RAUL A",118832,2,0,0,0,0,0,0
"Civil and Environmental Engineering, Department of","ZHAO, XUANHE",435117,Institute for Medical Engineering and Science (IMES),"ROCHE, ELLEN",827687,7,0,0,0,1,0,0
